penalty_fixed_id,clause_fixed_id,clause_description,classification_level,penalty_description,rate,employee_rate_type_code,penalty_calculated_value,calculated_includes_all_purpose,base_pay_rate_id,operative_from,operative_to,version_number,published_year,last_modified_datetime
1805,21665,"Full-time and part-time production and engineering employees—6 day roster and 7 day roster employees—overtime—Monday to Friday
",1,Afternoon and rotating night shift ,215,AD,63.92,false,BR89757,2025-07-01,,8,2025,2025-06-03T01:31:32+00:00
10926,28011,Casual staff employees—6 day roster and 7 day roster employees—overtime rates—Monday to Friday,1,Afternoon and rotating night shift,215,AD,85.66,false,BR101980,2025-07-01,,9,2025,2025-06-03T01:30:59+00:00
10889,27999,Full-time and part-time production and engineering employees—6 day roster and 7 day roster employees—overtime—Public holiday,1,Afternoon and rotating night shift,330,AD,98.11,false,BR89757,2025-07-01,,10,2025,2025-06-03T01:31:42+00:00
10935,28013,Casual staff employees—6 day roster and 7 day roster employees—overtime rates—Public holiday,1,Afternoon and rotating night shift,330,AD,131.47,false,BR101980,2025-07-01,,9,2025,2025-06-03T01:30:52+00:00
1826,21669,Full-time and part-time staff employees—6 day roster and 7 day roster employees—overtime—Monday to Friday,1,Afternoon and rotating night shift,215,AD,65.42,false,BR101996,2025-07-01,,8,2025,2025-06-03T01:31:21+00:00
10926,28011,Casual staff employees—6 day roster and 7 day roster employees—overtime rates—Monday to Friday,1,Afternoon and rotating night shift,215,AD,81.79,false,BR101996,2025-07-01,,9,2025,2025-06-03T01:31:00+00:00
10900,28003,Full-time and part-time staff employees—shiftwork—Public holiday,1,Afternoon and rotating night shift,330,AD,100.42,false,BR101996,2025-07-01,,8,2025,2025-06-03T01:31:16+00:00
10900,28003,Full-time and part-time staff employees—shiftwork—Public holiday,1,Afternoon and rotating night shift,330,AD,105.17,false,BR101980,2025-07-01,,8,2025,2025-06-03T01:31:16+00:00
10920,28009,Casual staff employees—shiftwork—Public holiday,1,Afternoon and rotating night shift,330,AD,131.47,false,BR101980,2025-07-01,,8,2025,2025-06-03T01:31:04+00:00
10909,28005,Full-time and part-time staff employees—6 day roster and 7 day roster employees—overtime—Public holiday,1,Afternoon and rotating night shift,330,AD,105.17,false,BR101980,2025-07-01,,9,2025,2025-06-03T01:31:10+00:00
10909,28005,Full-time and part-time staff employees—6 day roster and 7 day roster employees—overtime—Public holiday,1,Afternoon and rotating night shift,330,AD,100.42,false,BR101996,2025-07-01,,9,2025,2025-06-03T01:31:10+00:00
10935,28013,Casual staff employees—6 day roster and 7 day roster employees—overtime rates—Public holiday,1,Afternoon and rotating night shift,330,AD,125.53,false,BR101996,2025-07-01,,9,2025,2025-06-03T01:30:53+00:00
10920,28009,Casual staff employees—shiftwork—Public holiday,1,Afternoon and rotating night shift,330,AD,125.53,false,BR101996,2025-07-01,,8,2025,2025-06-03T01:31:04+00:00
1826,21669,Full-time and part-time staff employees—6 day roster and 7 day roster employees—overtime—Monday to Friday,1,Afternoon and rotating night shift,215,AD,68.52,false,BR101980,2025-07-01,,8,2025,2025-06-03T01:31:21+00:00
10880,27997,Full-time and part-time production and engineering employees—shiftwork—Public holiday,1,Afternoon and rotating night shift,330,AD,98.11,false,BR89757,2025-07-01,,8,2025,2025-06-03T01:31:44+00:00
10895,28002,Full-time and part-time staff employees—shiftwork—Weekend,1,Afternoon and rotating night shift - Saturday -  After 4 hours,230,AD,69.99,false,BR101996,2025-07-01,,14,2025,2025-06-03T01:31:40+00:00
10895,28002,Full-time and part-time staff employees—shiftwork—Weekend,1,Afternoon and rotating night shift - Saturday -  After 4 hours,230,AD,73.3,false,BR101980,2025-07-01,,14,2025,2025-06-03T01:31:39+00:00
10894,28002,Full-time and part-time staff employees—shiftwork—Weekend,1,Afternoon and rotating night shift - Saturday -  First 4 hours,172.5,AD,54.98,false,BR101980,2025-07-01,,14,2025,2025-06-03T01:31:40+00:00
10894,28002,Full-time and part-time staff employees—shiftwork—Weekend,1,Afternoon and rotating night shift - Saturday -  First 4 hours,172.5,AD,52.49,false,BR101996,2025-07-01,,14,2025,2025-06-03T01:31:41+00:00
10903,28004,Full-time and part-time staff employees—6 day roster and 7 day roster employees—overtime—Weekend,1,Afternoon and rotating night shift - Saturday - After 4 hours,230,AD,69.99,false,BR101996,2025-07-01,,13,2025,2025-06-03T01:31:15+00:00
10883,27998,Full-time and part-time production and engineering employees—6 day roster and 7 day roster employees—overtime—Weekend,1,Afternoon and rotating night shift - Saturday - After 4 hours,230,AD,68.38,false,BR89757,2025-07-01,,15,2025,2025-06-03T01:31:44+00:00
10929,28012,Casual staff employees—6 day roster and 7 day roster employees—overtime rates—Weekend,1,Afternoon and rotating night shift - Saturday - After 4 hours,230,AD,87.49,false,BR101996,2025-07-01,,15,2025,2025-06-03T01:30:58+00:00
10903,28004,Full-time and part-time staff employees—6 day roster and 7 day roster employees—overtime—Weekend,1,Afternoon and rotating night shift - Saturday - After 4 hours,230,AD,73.3,false,BR101980,2025-07-01,,13,2025,2025-06-03T01:31:14+00:00
10875,27996,Full-time and part-time production and engineering employees—shiftwork—Weekend,1,Afternoon and rotating night shift - Saturday - After 4 hours,230,AD,68.38,false,BR89757,2025-07-01,,13,2025,2025-06-03T01:31:45+00:00
10929,28012,Casual staff employees—6 day roster and 7 day roster employees—overtime rates—Weekend,1,Afternoon and rotating night shift - Saturday - After 4 hours,230,AD,91.63,false,BR101980,2025-07-01,,15,2025,2025-06-03T01:30:57+00:00
10915,28008,Casual staff employees—shiftwork—Weekend,1,Afternoon and rotating night shift - Saturday - After 4 hours,230,AD,87.49,false,BR101996,2025-07-01,,13,2025,2025-06-03T01:31:07+00:00
10915,28008,Casual staff employees—shiftwork—Weekend,1,Afternoon and rotating night shift - Saturday - After 4 hours,230,AD,91.63,false,BR101980,2025-07-01,,13,2025,2025-06-03T01:31:07+00:00
10902,28004,Full-time and part-time staff employees—6 day roster and 7 day roster employees—overtime—Weekend,1,Afternoon and rotating night shift - Saturday - First 4 hours,222.5,AD,67.71,false,BR101996,2025-07-01,,13,2025,2025-06-03T01:31:15+00:00
10928,28012,Casual staff employees—6 day roster and 7 day roster employees—overtime rates—Weekend,1,Afternoon and rotating night shift - Saturday - First 4 hours,222.5,AD,88.64,false,BR101980,2025-07-01,,15,2025,2025-06-03T01:30:58+00:00
10914,28008,Casual staff employees—shiftwork—Weekend,1,Afternoon and rotating night shift - Saturday - First 4 hours,172.5,AD,65.62,false,BR101996,2025-07-01,,13,2025,2025-06-03T01:31:08+00:00
10902,28004,Full-time and part-time staff employees—6 day roster and 7 day roster employees—overtime—Weekend,1,Afternoon and rotating night shift - Saturday - First 4 hours,222.5,AD,70.91,false,BR101980,2025-07-01,,13,2025,2025-06-03T01:31:15+00:00
10882,27998,Full-time and part-time production and engineering employees—6 day roster and 7 day roster employees—overtime—Weekend,1,Afternoon and rotating night shift - Saturday - First 4 hours,222.5,AD,66.15,false,BR89757,2025-07-01,,15,2025,2025-06-03T01:31:44+00:00
10928,28012,Casual staff employees—6 day roster and 7 day roster employees—overtime rates—Weekend,1,Afternoon and rotating night shift - Saturday - First 4 hours,222.5,AD,84.64,false,BR101996,2025-07-01,,15,2025,2025-06-03T01:30:58+00:00
10914,28008,Casual staff employees—shiftwork—Weekend,1,Afternoon and rotating night shift - Saturday - First 4 hours,172.5,AD,68.72,false,BR101980,2025-07-01,,13,2025,2025-06-03T01:31:07+00:00
10874,27996,Full-time and part-time production and engineering employees—shiftwork—Weekend,1,Afternoon and rotating night shift - Saturday - First 4 hours,172.5,AD,51.28,false,BR89757,2025-07-01,,13,2025,2025-06-03T01:31:46+00:00
10930,28012,Casual staff employees—6 day roster and 7 day roster employees—overtime rates—Weekend,1,Afternoon and rotating night shift - Sunday,230,AD,91.63,false,BR101980,2025-07-01,,15,2025,2025-06-03T01:30:56+00:00
10876,27996,Full-time and part-time production and engineering employees—shiftwork—Weekend,1,Afternoon and rotating night shift - Sunday,230,AD,68.38,false,BR89757,2025-07-01,,13,2025,2025-06-03T01:31:45+00:00
10916,28008,Casual staff employees—shiftwork—Weekend,1,Afternoon and rotating night shift - Sunday,230,AD,91.63,false,BR101980,2025-07-01,,13,2025,2025-06-03T01:31:06+00:00
10896,28002,Full-time and part-time staff employees—shiftwork—Weekend,1,Afternoon and rotating night shift - Sunday,230,AD,73.3,false,BR101980,2025-07-01,,14,2025,2025-06-03T01:31:38+00:00
10884,27998,Full-time and part-time production and engineering employees—6 day roster and 7 day roster employees—overtime—Weekend,1,Afternoon and rotating night shift - Sunday,230,AD,68.38,false,BR89757,2025-07-01,,15,2025,2025-06-03T01:31:43+00:00
10916,28008,Casual staff employees—shiftwork—Weekend,1,Afternoon and rotating night shift - Sunday,230,AD,87.49,false,BR101996,2025-07-01,,13,2025,2025-06-03T01:31:07+00:00
10896,28002,Full-time and part-time staff employees—shiftwork—Weekend,1,Afternoon and rotating night shift - Sunday,230,AD,69.99,false,BR101996,2025-07-01,,14,2025,2025-06-03T01:31:39+00:00
10930,28012,Casual staff employees—6 day roster and 7 day roster employees—overtime rates—Weekend,1,Afternoon and rotating night shift - Sunday,230,AD,87.49,false,BR101996,2025-07-01,,15,2025,2025-06-03T01:30:57+00:00
10904,28004,Full-time and part-time staff employees—6 day roster and 7 day roster employees—overtime—Weekend,1,Afternoon and rotating night shift - Sunday,230,AD,69.99,false,BR101996,2025-07-01,,13,2025,2025-06-03T01:31:14+00:00
10904,28004,Full-time and part-time staff employees—6 day roster and 7 day roster employees—overtime—Weekend,1,Afternoon and rotating night shift - Sunday,230,AD,73.3,false,BR101980,2025-07-01,,13,2025,2025-06-03T01:31:14+00:00
1837,21671,Casual staff employees—shiftwork—Monday to Friday,1,Afternoon shift,115,AD,45.82,false,BR101980,2025-07-01,,11,2025,2025-06-03T01:30:44+00:00
1795,21663,Full-time and part-time production and engineering employees—shiftwork—Monday to Friday,1,Afternoon shift,115,AD,34.19,false,BR89757,2025-07-01,,10,2025,2025-06-03T01:31:35+00:00
1816,21667,Full-time and part-time staff employees—shiftwork—Monday to Friday,1,Afternoon shift,115,AD,34.99,false,BR101996,2025-07-01,,11,2025,2025-06-03T01:31:27+00:00
1837,21671,Casual staff employees—shiftwork—Monday to Friday,1,Afternoon shift,115,AD,43.75,false,BR101996,2025-07-01,,11,2025,2025-06-03T01:30:44+00:00
1816,21667,Full-time and part-time staff employees—shiftwork—Monday to Friday,1,Afternoon shift,115,AD,36.65,false,BR101980,2025-07-01,,11,2025,2025-06-03T01:31:26+00:00
10913,28007,Full-time and part-time staff employees—Regular weekend workers—Overtime rates,1,All other overtime,200,AD,60.86,false,BR101996,2025-07-01,,8,2025,2025-06-03T01:31:08+00:00
10891,28001,Full-time and part-time production and engineering employees—6 day roster and 7 day roster employees—overtime—All other overtime,1,All other overtime,200,AD,59.46,false,BR89757,2025-07-01,,8,2025,2025-06-03T01:31:42+00:00
10913,28007,Full-time and part-time staff employees—Regular weekend workers—Overtime rates,1,All other overtime,200,AD,63.74,false,BR101980,2025-07-01,,8,2025,2025-06-03T01:31:08+00:00
10939,28015,Casual staff employees—Regular weekend workers—Overtime rates,1,All other overtime,200,AD,79.68,false,BR101980,2025-07-01,,8,2025,2025-06-03T01:30:48+00:00
10937,28014,Casual staff employees—6 day roster and 7 day roster employees—overtime rates—All other overtime,1,All other overtime,200,AD,79.68,false,BR101980,2025-07-01,,7,2025,2025-06-03T01:30:49+00:00
10937,28014,Casual staff employees—6 day roster and 7 day roster employees—overtime rates—All other overtime,1,All other overtime,200,AD,76.08,false,BR101996,2025-07-01,,7,2025,2025-06-03T01:30:51+00:00
10911,28006,Full-time and part-time staff employees—6 day roster and 7 day roster employees—overtime—All other overtime,1,All other overtime,200,AD,63.74,false,BR101980,2025-07-01,,7,2025,2025-06-03T01:31:09+00:00
10911,28006,Full-time and part-time staff employees—6 day roster and 7 day roster employees—overtime—All other overtime,1,All other overtime,200,AD,60.86,false,BR101996,2025-07-01,,7,2025,2025-06-03T01:31:09+00:00
10939,28015,Casual staff employees—Regular weekend workers—Overtime rates,1,All other overtime,200,AD,76.08,false,BR101996,2025-07-01,,8,2025,2025-06-03T01:30:49+00:00
10893,28000,Full-time and part-time production and engineering employees—Regular weekend workers—Overtime rates,1,All other overtime,200,AD,59.46,false,BR89757,2025-07-01,,8,2025,2025-06-03T01:31:41+00:00
1794,21663,Full-time and part-time production and engineering employees—shiftwork—Monday to Friday,1,Day shift,100,AD,29.73,false,BR89757,2025-07-01,,10,2025,2025-06-03T01:31:35+00:00
10908,28005,Full-time and part-time staff employees—6 day roster and 7 day roster employees—overtime—Public holiday,1,Day shift,300,AD,91.29,false,BR101996,2025-07-01,,9,2025,2025-06-03T01:31:11+00:00
1836,21671,Casual staff employees—shiftwork—Monday to Friday,1,Day shift,100,AD,39.84,false,BR101980,2025-07-01,,11,2025,2025-06-03T01:30:44+00:00
10908,28005,Full-time and part-time staff employees—6 day roster and 7 day roster employees—overtime—Public holiday,1,Day shift,300,AD,95.61,false,BR101980,2025-07-01,,9,2025,2025-06-03T01:31:11+00:00
1815,21667,Full-time and part-time staff employees—shiftwork—Monday to Friday,1,Day shift,100,AD,30.43,false,BR101996,2025-07-01,,11,2025,2025-06-03T01:31:27+00:00
10934,28013,Casual staff employees—6 day roster and 7 day roster employees—overtime rates—Public holiday,1,Day shift,300,AD,114.12,false,BR101996,2025-07-01,,9,2025,2025-06-03T01:30:53+00:00
10934,28013,Casual staff employees—6 day roster and 7 day roster employees—overtime rates—Public holiday,1,Day shift,300,AD,119.52,false,BR101980,2025-07-01,,9,2025,2025-06-03T01:30:53+00:00
10888,27999,Full-time and part-time production and engineering employees—6 day roster and 7 day roster employees—overtime—Public holiday,1,Day shift,300,AD,89.19,false,BR89757,2025-07-01,,10,2025,2025-06-03T01:31:42+00:00
1836,21671,Casual staff employees—shiftwork—Monday to Friday,1,Day shift,100,AD,38.04,false,BR101996,2025-07-01,,11,2025,2025-06-03T01:30:45+00:00
1815,21667,Full-time and part-time staff employees—shiftwork—Monday to Friday,1,Day shift,100,AD,31.87,false,BR101980,2025-07-01,,11,2025,2025-06-03T01:31:27+00:00
10923,28010,Casual staff employees other than 6 day roster and 7 day roster employees—overtime rates,1,Monday to Saturday - After 3 hours,200,AD,79.68,false,BR101980,2025-07-01,,11,2025,2025-06-03T01:31:02+00:00
1823,21668,Full-time and part-time staff employees other than 6 day roster and 7 day roster employees—overtime rates,1,Monday to Saturday - After 3 hours,200,AD,63.74,false,BR101980,2025-07-01,,11,2025,2025-06-03T01:31:23+00:00
1823,21668,Full-time and part-time staff employees other than 6 day roster and 7 day roster employees—overtime rates,1,Monday to Saturday - After 3 hours,200,AD,60.86,false,BR101996,2025-07-01,,11,2025,2025-06-03T01:31:24+00:00
10923,28010,Casual staff employees other than 6 day roster and 7 day roster employees—overtime rates,1,Monday to Saturday - After 3 hours,200,AD,76.08,false,BR101996,2025-07-01,,11,2025,2025-06-03T01:31:03+00:00
1802,21664,"Full-time and part-time production and engineering employees other than 6 day roster and 7 day roster employees—overtime rates

",1,Monday to Saturday - After 3 hours,200,AD,59.46,false,BR89757,2025-07-01,,11,2025,2025-06-03T01:31:34+00:00
10922,28010,Casual staff employees other than 6 day roster and 7 day roster employees—overtime rates,1,Monday to Saturday - First 3 hours,150,AD,57.06,false,BR101996,2025-07-01,,11,2025,2025-06-03T01:31:03+00:00
10922,28010,Casual staff employees other than 6 day roster and 7 day roster employees—overtime rates,1,Monday to Saturday - First 3 hours,150,AD,59.76,false,BR101980,2025-07-01,,11,2025,2025-06-03T01:31:03+00:00
1822,21668,Full-time and part-time staff employees other than 6 day roster and 7 day roster employees—overtime rates,1,Monday to Saturday - First 3 hours,150,AD,47.81,false,BR101980,2025-07-01,,11,2025,2025-06-03T01:31:24+00:00
1801,21664,"Full-time and part-time production and engineering employees other than 6 day roster and 7 day roster employees—overtime rates

",1,Monday to Saturday - First 3 hours,150,AD,44.6,false,BR89757,2025-07-01,,11,2025,2025-06-03T01:31:34+00:00
1822,21668,Full-time and part-time staff employees other than 6 day roster and 7 day roster employees—overtime rates,1,Monday to Saturday - First 3 hours,150,AD,45.65,false,BR101996,2025-07-01,,11,2025,2025-06-03T01:31:25+00:00
1810,21666,Full-time and part-time staff employees—ordinary and penalty rates,1,Ordinary hours,100,AD,30.43,false,BR101996,2025-07-01,,12,2025,2025-06-03T01:31:31+00:00
1831,21670,Casual staff employees—ordinary and penalty rates,1,Ordinary hours,100,AD,38.04,false,BR101996,2025-07-01,,11,2025,2025-06-03T01:30:48+00:00
1789,21662,Full-time and part-time production and engineering employees—ordinary and penalty rates,1,Ordinary hours,100,AD,29.73,false,BR89757,2025-07-01,,17,2025,2025-06-03T01:31:37+00:00
1831,21670,Casual staff employees—ordinary and penalty rates,1,Ordinary hours,100,AD,39.84,false,BR101980,2025-07-01,,11,2025,2025-06-03T01:30:47+00:00
1810,21666,Full-time and part-time staff employees—ordinary and penalty rates,1,Ordinary hours,100,AD,31.87,false,BR101980,2025-07-01,,12,2025,2025-06-03T01:31:31+00:00
10892,28000,Full-time and part-time production and engineering employees—Regular weekend workers—Overtime rates,1,Overtime on a public holiday,300,AD,89.19,false,BR89757,2025-07-01,,8,2025,2025-06-03T01:31:42+00:00
10912,28007,Full-time and part-time staff employees—Regular weekend workers—Overtime rates,1,Overtime on a public holiday,300,AD,95.61,false,BR101980,2025-07-01,,8,2025,2025-06-03T01:31:08+00:00
10938,28015,Casual staff employees—Regular weekend workers—Overtime rates,1,Overtime on a public holiday,300,AD,114.12,false,BR101996,2025-07-01,,8,2025,2025-06-03T01:30:49+00:00
10912,28007,Full-time and part-time staff employees—Regular weekend workers—Overtime rates,1,Overtime on a public holiday,300,AD,91.29,false,BR101996,2025-07-01,,8,2025,2025-06-03T01:31:09+00:00
10938,28015,Casual staff employees—Regular weekend workers—Overtime rates,1,Overtime on a public holiday,300,AD,119.52,false,BR101980,2025-07-01,,8,2025,2025-06-03T01:30:49+00:00
1839,21671,Casual staff employees—shiftwork—Monday to Friday,1,Permanent night shift,125,AD,49.8,false,BR101980,2025-07-01,,11,2025,2025-06-03T01:30:43+00:00
10927,28011,Casual staff employees—6 day roster and 7 day roster employees—overtime rates—Monday to Friday,1,Permanent night shift,225,AD,89.64,false,BR101980,2025-07-01,,9,2025,2025-06-03T01:30:58+00:00
1818,21667,Full-time and part-time staff employees—shiftwork—Monday to Friday,1,Permanent night shift,125,AD,38.04,false,BR101996,2025-07-01,,11,2025,2025-06-03T01:31:25+00:00
10921,28009,Casual staff employees—shiftwork—Public holiday,1,Permanent night shift,350,AD,133.14,false,BR101996,2025-07-01,,8,2025,2025-06-03T01:31:04+00:00
10901,28003,Full-time and part-time staff employees—shiftwork—Public holiday,1,Permanent night shift,350,AD,106.51,false,BR101996,2025-07-01,,8,2025,2025-06-03T01:31:16+00:00
10927,28011,Casual staff employees—6 day roster and 7 day roster employees—overtime rates—Monday to Friday,1,Permanent night shift,225,AD,85.59,false,BR101996,2025-07-01,,9,2025,2025-06-03T01:30:59+00:00
10910,28005,Full-time and part-time staff employees—6 day roster and 7 day roster employees—overtime—Public holiday,1,Permanent night shift,350,AD,111.55,false,BR101980,2025-07-01,,9,2025,2025-06-03T01:31:10+00:00
1807,21665,"Full-time and part-time production and engineering employees—6 day roster and 7 day roster employees—overtime—Monday to Friday
",1,Permanent night shift,225,AD,66.89,false,BR89757,2025-07-01,,8,2025,2025-06-03T01:31:31+00:00
10881,27997,Full-time and part-time production and engineering employees—shiftwork—Public holiday,1,Permanent night shift,350,AD,104.06,false,BR89757,2025-07-01,,8,2025,2025-06-03T01:31:44+00:00
10936,28013,Casual staff employees—6 day roster and 7 day roster employees—overtime rates—Public holiday,1,Permanent night shift,350,AD,133.14,false,BR101996,2025-07-01,,9,2025,2025-06-03T01:30:52+00:00
10936,28013,Casual staff employees—6 day roster and 7 day roster employees—overtime rates—Public holiday,1,Permanent night shift,350,AD,139.44,false,BR101980,2025-07-01,,9,2025,2025-06-03T01:30:51+00:00
1828,21669,Full-time and part-time staff employees—6 day roster and 7 day roster employees—overtime—Monday to Friday,1,Permanent night shift,225,AD,68.47,false,BR101996,2025-07-01,,8,2025,2025-06-03T01:31:20+00:00
10890,27999,Full-time and part-time production and engineering employees—6 day roster and 7 day roster employees—overtime—Public holiday,1,Permanent night shift,350,AD,104.06,false,BR89757,2025-07-01,,10,2025,2025-06-03T01:31:42+00:00
1807,21665,"Full-time and part-time production and engineering employees—6 day roster and 7 day roster employees—overtime—Monday to Friday
",1,Permanent night shift,225,AD,66.89,false,BR89757,2025-07-01,,8,2025,2025-06-03T01:31:31+00:00
10936,28013,Casual staff employees—6 day roster and 7 day roster employees—overtime rates—Public holiday,1,Permanent night shift,350,AD,133.14,false,BR101996,2025-07-01,,9,2025,2025-06-03T01:30:52+00:00
10927,28011,Casual staff employees—6 day roster and 7 day roster employees—overtime rates—Monday to Friday,1,Permanent night shift,225,AD,89.64,false,BR101980,2025-07-01,,9,2025,2025-06-03T01:30:58+00:00
10927,28011,Casual staff employees—6 day roster and 7 day roster employees—overtime rates—Monday to Friday,1,Permanent night shift,225,AD,85.59,false,BR101996,2025-07-01,,9,2025,2025-06-03T01:30:59+00:00
1797,21663,Full-time and part-time production and engineering employees—shiftwork—Monday to Friday,1,Permanent night shift,125,AD,37.16,false,BR89757,2025-07-01,,10,2025,2025-06-03T01:31:35+00:00
10921,28009,Casual staff employees—shiftwork—Public holiday,1,Permanent night shift,350,AD,139.44,false,BR101980,2025-07-01,,8,2025,2025-06-03T01:31:03+00:00
1818,21667,Full-time and part-time staff employees—shiftwork—Monday to Friday,1,Permanent night shift,125,AD,39.84,false,BR101980,2025-07-01,,11,2025,2025-06-03T01:31:25+00:00
10898,28002,Full-time and part-time staff employees—shiftwork—Weekend,1,Permanent night shift - Saturday -  After 4 hours,250,AD,79.68,false,BR101980,2025-07-01,,14,2025,2025-06-03T01:31:37+00:00
10898,28002,Full-time and part-time staff employees—shiftwork—Weekend,1,Permanent night shift - Saturday -  After 4 hours,250,AD,76.08,false,BR101996,2025-07-01,,14,2025,2025-06-03T01:31:37+00:00
10897,28002,Full-time and part-time staff employees—shiftwork—Weekend,1,Permanent night shift - Saturday -  First 4 hours,187.5,AD,57.06,false,BR101996,2025-07-01,,14,2025,2025-06-03T01:31:38+00:00
10897,28002,Full-time and part-time staff employees—shiftwork—Weekend,1,Permanent night shift - Saturday -  First 4 hours,187.5,AD,59.76,false,BR101980,2025-07-01,,14,2025,2025-06-03T01:31:37+00:00
10918,28008,Casual staff employees—shiftwork—Weekend,1,Permanent night shift - Saturday - After 4 hours,250,AD,95.1,false,BR101996,2025-07-01,,13,2025,2025-06-03T01:31:06+00:00
10886,27998,Full-time and part-time production and engineering employees—6 day roster and 7 day roster employees—overtime—Weekend,1,Permanent night shift - Saturday - After 4 hours,250,AD,74.33,false,BR89757,2025-07-01,,15,2025,2025-06-03T01:31:43+00:00
10932,28012,Casual staff employees—6 day roster and 7 day roster employees—overtime rates—Weekend,1,Permanent night shift - Saturday - After 4 hours,250,AD,99.6,false,BR101980,2025-07-01,,15,2025,2025-06-03T01:30:55+00:00
10878,27996,Full-time and part-time production and engineering employees—shiftwork—Weekend,1,Permanent night shift - Saturday - After 4 hours,250,AD,74.33,false,BR89757,2025-07-01,,13,2025,2025-06-03T01:31:45+00:00
10932,28012,Casual staff employees—6 day roster and 7 day roster employees—overtime rates—Weekend,1,Permanent night shift - Saturday - After 4 hours,250,AD,95.1,false,BR101996,2025-07-01,,15,2025,2025-06-03T01:30:54+00:00
10906,28004,Full-time and part-time staff employees—6 day roster and 7 day roster employees—overtime—Weekend,1,Permanent night shift - Saturday - After 4 hours,250,AD,76.08,false,BR101996,2025-07-01,,13,2025,2025-06-03T01:31:13+00:00
10918,28008,Casual staff employees—shiftwork—Weekend,1,Permanent night shift - Saturday - After 4 hours,250,AD,99.6,false,BR101980,2025-07-01,,13,2025,2025-06-03T01:31:05+00:00
10906,28004,Full-time and part-time staff employees—6 day roster and 7 day roster employees—overtime—Weekend,1,Permanent night shift - Saturday - After 4 hours,250,AD,79.68,false,BR101980,2025-07-01,,13,2025,2025-06-03T01:31:12+00:00
10931,28012,Casual staff employees—6 day roster and 7 day roster employees—overtime rates—Weekend,1,Permanent night shift - Saturday - First 4 hours,237.5,AD,90.35,false,BR101996,2025-07-01,,15,2025,2025-06-03T01:30:56+00:00
10877,27996,Full-time and part-time production and engineering employees—shiftwork—Weekend,1,Permanent night shift - Saturday - First 4 hours,187.5,AD,55.74,false,BR89757,2025-07-01,,13,2025,2025-06-03T01:31:45+00:00
10931,28012,Casual staff employees—6 day roster and 7 day roster employees—overtime rates—Weekend,1,Permanent night shift - Saturday - First 4 hours,237.5,AD,94.62,false,BR101980,2025-07-01,,15,2025,2025-06-03T01:30:55+00:00
10905,28004,Full-time and part-time staff employees—6 day roster and 7 day roster employees—overtime—Weekend,1,Permanent night shift - Saturday - First 4 hours,237.5,AD,72.27,false,BR101996,2025-07-01,,13,2025,2025-06-03T01:31:14+00:00
10905,28004,Full-time and part-time staff employees—6 day roster and 7 day roster employees—overtime—Weekend,1,Permanent night shift - Saturday - First 4 hours,237.5,AD,75.69,false,BR101980,2025-07-01,,13,2025,2025-06-03T01:31:13+00:00
10917,28008,Casual staff employees—shiftwork—Weekend,1,Permanent night shift - Saturday - First 4 hours,187.5,AD,71.33,false,BR101996,2025-07-01,,13,2025,2025-06-03T01:31:06+00:00
10885,27998,Full-time and part-time production and engineering employees—6 day roster and 7 day roster employees—overtime—Weekend,1,Permanent night shift - Saturday - First 4 hours,237.5,AD,70.61,false,BR89757,2025-07-01,,15,2025,2025-06-03T01:31:43+00:00
10917,28008,Casual staff employees—shiftwork—Weekend,1,Permanent night shift - Saturday - First 4 hours,187.5,AD,74.7,false,BR101980,2025-07-01,,13,2025,2025-06-03T01:31:06+00:00
10919,28008,Casual staff employees—shiftwork—Weekend,1,Permanent night shift - Sunday,250,AD,95.1,false,BR101996,2025-07-01,,13,2025,2025-06-03T01:31:05+00:00
10907,28004,Full-time and part-time staff employees—6 day roster and 7 day roster employees—overtime—Weekend,1,Permanent night shift - Sunday,250,AD,79.68,false,BR101980,2025-07-01,,13,2025,2025-06-03T01:31:11+00:00
10933,28012,Casual staff employees—6 day roster and 7 day roster employees—overtime rates—Weekend,1,Permanent night shift - Sunday,250,AD,99.6,false,BR101980,2025-07-01,,15,2025,2025-06-03T01:30:53+00:00
10907,28004,Full-time and part-time staff employees—6 day roster and 7 day roster employees—overtime—Weekend,1,Permanent night shift - Sunday,250,AD,76.08,false,BR101996,2025-07-01,,13,2025,2025-06-03T01:31:12+00:00
10887,27998,Full-time and part-time production and engineering employees—6 day roster and 7 day roster employees—overtime—Weekend,1,Permanent night shift - Sunday,250,AD,74.33,false,BR89757,2025-07-01,,15,2025,2025-06-03T01:31:43+00:00
10919,28008,Casual staff employees—shiftwork—Weekend,1,Permanent night shift - Sunday,250,AD,99.6,false,BR101980,2025-07-01,,13,2025,2025-06-03T01:31:04+00:00
10879,27996,Full-time and part-time production and engineering employees—shiftwork—Weekend,1,Permanent night shift - Sunday,250,AD,74.33,false,BR89757,2025-07-01,,13,2025,2025-06-03T01:31:45+00:00
10933,28012,Casual staff employees—6 day roster and 7 day roster employees—overtime rates—Weekend,1,Permanent night shift - Sunday,250,AD,95.1,false,BR101996,2025-07-01,,15,2025,2025-06-03T01:30:54+00:00
10899,28002,Full-time and part-time staff employees—shiftwork—Weekend,1,Permanent night shift - Sunday,250,AD,76.08,false,BR101996,2025-07-01,,14,2025,2025-06-03T01:31:17+00:00
10899,28002,Full-time and part-time staff employees—shiftwork—Weekend,1,Permanent night shift - Sunday,250,AD,79.68,false,BR101980,2025-07-01,,14,2025,2025-06-03T01:31:17+00:00
