penalty_fixed_id,clause_fixed_id,clause_description,classification_level,penalty_description,rate,employee_rate_type_code,penalty_calculated_value,calculated_includes_all_purpose,base_pay_rate_id,operative_from,operative_to,version_number,published_year,last_modified_datetime
1814,21666,Full-time and part-time staff employees—ordinary and penalty rates,1,Public holiday,300,AD,89.04,false,BR101980,2023-07-01,2024-06-30,10,2023,2025-05-06T05:37:58+00:00
1793,21662,Full-time and part-time production and engineering employees—ordinary and penalty rates,1,Public holiday,300,AD,83.07,false,BR89757,2023-07-01,2024-06-30,15,2023,2025-05-06T05:39:52+00:00
1835,21670,Casual staff employees—ordinary and penalty rates,1,Public holiday,300,AD,111.3,false,BR101980,2023-07-01,2024-06-30,9,2023,2025-05-06T05:37:50+00:00
1835,21670,Casual staff employees—ordinary and penalty rates,1,Public holiday,300,AD,106.29,false,BR101996,2023-07-01,2024-06-30,9,2023,2025-05-06T05:37:51+00:00
1825,21668,Full-time and part-time staff employees other than 6 day roster and 7 day roster employees—overtime rates,1,Public holiday,300,AD,85.02,false,BR101996,2023-07-01,2024-06-30,9,2023,2025-05-06T05:37:53+00:00
1804,21664,"Full-time and part-time production and engineering employees other than 6 day roster and 7 day roster employees—overtime rates

",1,Public holiday,300,AD,83.07,false,BR89757,2023-07-01,2024-06-30,9,2023,2025-05-06T05:39:44+00:00
10925,28010,Casual staff employees other than 6 day roster and 7 day roster employees—overtime rates,1,Public holiday,300,AD,111.3,false,BR101980,2023-07-01,2024-06-30,9,2023,2025-05-06T05:36:28+00:00
1796,21663,Full-time and part-time production and engineering employees—shiftwork—Monday to Friday,1,Rotating night shift,115,AD,31.84,false,BR89757,2023-07-01,2024-06-30,8,2023,2025-05-06T05:39:53+00:00
1817,21667,Full-time and part-time staff employees—shiftwork—Monday to Friday,1,Rotating night shift,115,AD,32.59,false,BR101996,2023-07-01,2024-06-30,9,2023,2025-05-06T05:37:46+00:00
1838,21671,Casual staff employees—shiftwork—Monday to Friday,1,Rotating night shift,115,AD,40.74,false,BR101996,2023-07-01,2024-06-30,9,2023,2025-05-06T05:37:58+00:00
1817,21667,Full-time and part-time staff employees—shiftwork—Monday to Friday,1,Rotating night shift,115,AD,34.13,false,BR101980,2023-07-01,2024-06-30,9,2023,2025-05-06T05:37:46+00:00
1838,21671,Casual staff employees—shiftwork—Monday to Friday,1,Rotating night shift,115,AD,42.67,false,BR101980,2023-07-01,2024-06-30,9,2023,2025-05-06T05:37:55+00:00
1833,21670,Casual staff employees—ordinary and penalty rates,1,Saturday - After 4 hours,200,AD,74.2,false,BR101980,2023-07-01,2024-06-30,9,2023,2025-05-06T05:37:46+00:00
1812,21666,Full-time and part-time staff employees—ordinary and penalty rates,1,Saturday - After 4 hours,200,AD,59.36,false,BR101980,2023-07-01,2024-06-30,10,2023,2025-05-06T05:37:56+00:00
1833,21670,Casual staff employees—ordinary and penalty rates,1,Saturday - After 4 hours,200,AD,70.86,false,BR101996,2023-07-01,2024-06-30,9,2023,2025-05-06T05:37:48+00:00
1812,21666,Full-time and part-time staff employees—ordinary and penalty rates,1,Saturday - After 4 hours,200,AD,56.68,false,BR101996,2023-07-01,2024-06-30,10,2023,2025-05-06T05:37:57+00:00
1791,21662,Full-time and part-time production and engineering employees—ordinary and penalty rates,1,Saturday - After 4 hours,200,AD,55.38,false,BR89757,2023-07-01,2024-06-30,15,2023,2025-05-06T05:39:51+00:00
1811,21666,Full-time and part-time staff employees—ordinary and penalty rates,1,Saturday - First 4 hours,150,AD,42.51,false,BR101996,2023-07-01,2024-06-30,10,2023,2025-05-06T05:37:56+00:00
1832,21670,Casual staff employees—ordinary and penalty rates,1,Saturday - First 4 hours,150,AD,53.15,false,BR101996,2023-07-01,2024-06-30,9,2023,2025-05-06T05:37:46+00:00
1790,21662,Full-time and part-time production and engineering employees—ordinary and penalty rates,1,Saturday - First 4 hours,150,AD,41.54,false,BR89757,2023-07-01,2024-06-30,15,2023,2025-05-06T05:39:51+00:00
1832,21670,Casual staff employees—ordinary and penalty rates,1,Saturday - First 4 hours,150,AD,55.65,false,BR101980,2023-07-01,2024-06-30,9,2023,2025-05-06T05:37:45+00:00
1811,21666,Full-time and part-time staff employees—ordinary and penalty rates,1,Saturday - First 4 hours,150,AD,44.52,false,BR101980,2023-07-01,2024-06-30,10,2023,2025-05-06T05:37:55+00:00
1824,21668,Full-time and part-time staff employees other than 6 day roster and 7 day roster employees—overtime rates,1,Sunday,200,AD,59.36,false,BR101980,2023-07-01,2024-06-30,9,2023,2025-05-06T05:37:51+00:00
1834,21670,Casual staff employees—ordinary and penalty rates,1,Sunday,200,AD,70.86,false,BR101996,2023-07-01,2024-06-30,9,2023,2025-05-06T05:37:49+00:00
1813,21666,Full-time and part-time staff employees—ordinary and penalty rates,1,Sunday,200,AD,59.36,false,BR101980,2023-07-01,2024-06-30,10,2023,2025-05-06T05:37:57+00:00
1834,21670,Casual staff employees—ordinary and penalty rates,1,Sunday,200,AD,74.2,false,BR101980,2023-07-01,2024-06-30,9,2023,2025-05-06T05:37:48+00:00
1803,21664,"Full-time and part-time production and engineering employees other than 6 day roster and 7 day roster employees—overtime rates

",1,Sunday,200,AD,55.38,false,BR89757,2023-07-01,2024-06-30,9,2023,2025-05-06T05:39:43+00:00
1824,21668,Full-time and part-time staff employees other than 6 day roster and 7 day roster employees—overtime rates,1,Sunday,200,AD,56.68,false,BR101996,2023-07-01,2024-06-30,9,2023,2025-05-06T05:37:52+00:00
1813,21666,Full-time and part-time staff employees—ordinary and penalty rates,1,Sunday,200,AD,56.68,false,BR101996,2023-07-01,2024-06-30,10,2023,2025-05-06T05:37:58+00:00
1803,21664,"Full-time and part-time production and engineering employees other than 6 day roster and 7 day roster employees—overtime rates

",1,Sunday,200,AD,55.38,false,BR89757,2023-07-01,2024-06-30,9,2023,2025-05-06T05:39:43+00:00
1824,21668,Full-time and part-time staff employees other than 6 day roster and 7 day roster employees—overtime rates,1,Sunday,200,AD,59.36,false,BR101980,2023-07-01,2024-06-30,9,2023,2025-05-06T05:37:51+00:00
1834,21670,Casual staff employees—ordinary and penalty rates,1,Sunday,200,AD,70.86,false,BR101996,2023-07-01,2024-06-30,9,2023,2025-05-06T05:37:49+00:00
10920,28009,Casual staff employees—shiftwork—Public holiday,2,Afternoon and rotating night shift,330,AD,118.47,false,BR101993,2023-07-01,2024-06-30,6,2023,2025-05-06T05:36:22+00:00
10880,27997,Full-time and part-time production and engineering employees—shiftwork—Public holiday,2,Afternoon and rotating night shift,330,AD,93.13,false,BR89759,2023-07-01,2024-06-30,6,2023,2025-05-06T05:36:20+00:00
10935,28013,Casual staff employees—6 day roster and 7 day roster employees—overtime rates—Public holiday,2,Afternoon and rotating night shift,330,AD,118.47,false,BR101993,2023-07-01,2024-06-30,7,2023,2025-05-06T05:36:29+00:00
10935,28013,Casual staff employees—6 day roster and 7 day roster employees—overtime rates—Public holiday,2,Afternoon and rotating night shift,330,AD,125.93,false,BR101981,2023-07-01,2024-06-30,7,2023,2025-05-06T05:36:28+00:00
10900,28003,Full-time and part-time staff employees—shiftwork—Public holiday,2,Afternoon and rotating night shift,330,AD,100.75,false,BR101981,2023-07-01,2024-06-30,6,2023,2025-05-06T05:36:21+00:00
10889,27999,Full-time and part-time production and engineering employees—6 day roster and 7 day roster employees—overtime—Public holiday,2,Afternoon and rotating night shift,330,AD,93.13,false,BR89758,2023-07-01,2024-06-30,8,2023,2025-05-06T05:36:24+00:00
1826,21669,Full-time and part-time staff employees—6 day roster and 7 day roster employees—overtime—Monday to Friday,2,Afternoon and rotating night shift,215,AD,65.64,false,BR101981,2023-07-01,2024-06-30,6,2023,2025-05-06T05:37:46+00:00
10926,28011,Casual staff employees—6 day roster and 7 day roster employees—overtime rates—Monday to Friday,2,Afternoon and rotating night shift,215,AD,77.19,false,BR101993,2023-07-01,2024-06-30,7,2023,2025-05-06T05:36:30+00:00
10900,28003,Full-time and part-time staff employees—shiftwork—Public holiday,2,Afternoon and rotating night shift,330,AD,94.78,false,BR101993,2023-07-01,2024-06-30,6,2023,2025-05-06T05:36:21+00:00
10920,28009,Casual staff employees—shiftwork—Public holiday,2,Afternoon and rotating night shift,330,AD,125.93,false,BR101981,2023-07-01,2024-06-30,6,2023,2025-05-06T05:36:32+00:00
10926,28011,Casual staff employees—6 day roster and 7 day roster employees—overtime rates—Monday to Friday,2,Afternoon and rotating night shift,215,AD,82.04,false,BR101981,2023-07-01,2024-06-30,7,2023,2025-05-06T05:36:29+00:00
1805,21665,"Full-time and part-time production and engineering employees—6 day roster and 7 day roster employees—overtime—Monday to Friday
",2,Afternoon and rotating night shift ,215,AD,60.67,false,BR89759,2023-07-01,2024-06-30,6,2023,2025-05-06T05:39:45+00:00
10889,27999,Full-time and part-time production and engineering employees—6 day roster and 7 day roster employees—overtime—Public holiday,2,Afternoon and rotating night shift,330,AD,93.13,false,BR89759,2023-07-01,2024-06-30,8,2023,2025-05-06T05:36:24+00:00
10909,28005,Full-time and part-time staff employees—6 day roster and 7 day roster employees—overtime—Public holiday,2,Afternoon and rotating night shift,330,AD,94.78,false,BR101993,2023-07-01,2024-06-30,7,2023,2025-05-06T05:36:33+00:00
1826,21669,Full-time and part-time staff employees—6 day roster and 7 day roster employees—overtime—Monday to Friday,2,Afternoon and rotating night shift,215,AD,61.75,false,BR101993,2023-07-01,2024-06-30,6,2023,2025-05-06T05:37:47+00:00
1805,21665,"Full-time and part-time production and engineering employees—6 day roster and 7 day roster employees—overtime—Monday to Friday
",2,Afternoon and rotating night shift ,215,AD,60.67,false,BR89758,2023-07-01,2024-06-30,6,2023,2025-05-06T05:39:45+00:00
10880,27997,Full-time and part-time production and engineering employees—shiftwork—Public holiday,2,Afternoon and rotating night shift,330,AD,93.13,false,BR89758,2023-07-01,2024-06-30,6,2023,2025-05-06T05:36:20+00:00
10909,28005,Full-time and part-time staff employees—6 day roster and 7 day roster employees—overtime—Public holiday,2,Afternoon and rotating night shift,330,AD,100.75,false,BR101981,2023-07-01,2024-06-30,7,2023,2025-05-06T05:36:32+00:00
10895,28002,Full-time and part-time staff employees—shiftwork—Weekend,2,Afternoon and rotating night shift - Saturday -  After 4 hours,230,AD,70.22,false,BR101981,2023-07-01,2024-06-30,12,2023,2025-05-06T05:36:26+00:00
10895,28002,Full-time and part-time staff employees—shiftwork—Weekend,2,Afternoon and rotating night shift - Saturday -  After 4 hours,230,AD,66.06,false,BR101993,2023-07-01,2024-06-30,12,2023,2025-05-06T05:36:27+00:00
10894,28002,Full-time and part-time staff employees—shiftwork—Weekend,2,Afternoon and rotating night shift - Saturday -  First 4 hours,172.5,AD,49.54,false,BR101993,2023-07-01,2024-06-30,12,2023,2025-05-06T05:36:26+00:00
10894,28002,Full-time and part-time staff employees—shiftwork—Weekend,2,Afternoon and rotating night shift - Saturday -  First 4 hours,172.5,AD,52.66,false,BR101981,2023-07-01,2024-06-30,12,2023,2025-05-06T05:36:25+00:00
10875,27996,Full-time and part-time production and engineering employees—shiftwork—Weekend,2,Afternoon and rotating night shift - Saturday - After 4 hours,230,AD,64.91,false,BR89758,2023-07-01,2024-06-30,11,2023,2025-05-06T05:36:33+00:00
10929,28012,Casual staff employees—6 day roster and 7 day roster employees—overtime rates—Weekend,2,Afternoon and rotating night shift - Saturday - After 4 hours,230,AD,82.57,false,BR101993,2023-07-01,2024-06-30,13,2023,2025-05-06T05:36:34+00:00
10915,28008,Casual staff employees—shiftwork—Weekend,2,Afternoon and rotating night shift - Saturday - After 4 hours,230,AD,87.77,false,BR101981,2023-07-01,2024-06-30,11,2023,2025-05-06T05:36:27+00:00
10883,27998,Full-time and part-time production and engineering employees—6 day roster and 7 day roster employees—overtime—Weekend,2,Afternoon and rotating night shift - Saturday - After 4 hours,230,AD,64.91,false,BR89758,2023-07-01,2024-06-30,13,2023,2025-05-06T05:36:21+00:00
10883,27998,Full-time and part-time production and engineering employees—6 day roster and 7 day roster employees—overtime—Weekend,2,Afternoon and rotating night shift - Saturday - After 4 hours,230,AD,64.91,false,BR89759,2023-07-01,2024-06-30,13,2023,2025-05-06T05:36:21+00:00
10875,27996,Full-time and part-time production and engineering employees—shiftwork—Weekend,2,Afternoon and rotating night shift - Saturday - After 4 hours,230,AD,64.91,false,BR89759,2023-07-01,2024-06-30,11,2023,2025-05-06T05:36:33+00:00
10903,28004,Full-time and part-time staff employees—6 day roster and 7 day roster employees—overtime—Weekend,2,Afternoon and rotating night shift - Saturday - After 4 hours,230,AD,66.06,false,BR101993,2023-07-01,2024-06-30,11,2023,2025-05-06T05:36:26+00:00
10929,28012,Casual staff employees—6 day roster and 7 day roster employees—overtime rates—Weekend,2,Afternoon and rotating night shift - Saturday - After 4 hours,230,AD,87.77,false,BR101981,2023-07-01,2024-06-30,13,2023,2025-05-06T05:36:33+00:00
10903,28004,Full-time and part-time staff employees—6 day roster and 7 day roster employees—overtime—Weekend,2,Afternoon and rotating night shift - Saturday - After 4 hours,230,AD,70.22,false,BR101981,2023-07-01,2024-06-30,11,2023,2025-05-06T05:36:25+00:00
10915,28008,Casual staff employees—shiftwork—Weekend,2,Afternoon and rotating night shift - Saturday - After 4 hours,230,AD,82.57,false,BR101993,2023-07-01,2024-06-30,11,2023,2025-05-06T05:36:27+00:00
10914,28008,Casual staff employees—shiftwork—Weekend,2,Afternoon and rotating night shift - Saturday - First 4 hours,172.5,AD,65.83,false,BR101981,2023-07-01,2024-06-30,11,2023,2025-05-06T05:36:26+00:00
10928,28012,Casual staff employees—6 day roster and 7 day roster employees—overtime rates—Weekend,2,Afternoon and rotating night shift - Saturday - First 4 hours,222.5,AD,79.88,false,BR101993,2023-07-01,2024-06-30,13,2023,2025-05-06T05:36:32+00:00
10874,27996,Full-time and part-time production and engineering employees—shiftwork—Weekend,2,Afternoon and rotating night shift - Saturday - First 4 hours,172.5,AD,48.68,false,BR89758,2023-07-01,2024-06-30,11,2023,2025-05-06T05:36:32+00:00
10902,28004,Full-time and part-time staff employees—6 day roster and 7 day roster employees—overtime—Weekend,2,Afternoon and rotating night shift - Saturday - First 4 hours,222.5,AD,67.93,false,BR101981,2023-07-01,2024-06-30,11,2023,2025-05-06T05:36:24+00:00
10882,27998,Full-time and part-time production and engineering employees—6 day roster and 7 day roster employees—overtime—Weekend,2,Afternoon and rotating night shift - Saturday - First 4 hours,222.5,AD,62.79,false,BR89758,2023-07-01,2024-06-30,13,2023,2025-05-06T05:36:20+00:00
10928,28012,Casual staff employees—6 day roster and 7 day roster employees—overtime rates—Weekend,2,Afternoon and rotating night shift - Saturday - First 4 hours,222.5,AD,84.91,false,BR101981,2023-07-01,2024-06-30,13,2023,2025-05-06T05:36:31+00:00
10902,28004,Full-time and part-time staff employees—6 day roster and 7 day roster employees—overtime—Weekend,2,Afternoon and rotating night shift - Saturday - First 4 hours,222.5,AD,63.9,false,BR101993,2023-07-01,2024-06-30,11,2023,2025-05-06T05:36:25+00:00
10882,27998,Full-time and part-time production and engineering employees—6 day roster and 7 day roster employees—overtime—Weekend,2,Afternoon and rotating night shift - Saturday - First 4 hours,222.5,AD,62.79,false,BR89759,2023-07-01,2024-06-30,13,2023,2025-05-06T05:36:20+00:00
10874,27996,Full-time and part-time production and engineering employees—shiftwork—Weekend,2,Afternoon and rotating night shift - Saturday - First 4 hours,172.5,AD,48.68,false,BR89759,2023-07-01,2024-06-30,11,2023,2025-05-06T05:36:32+00:00
10914,28008,Casual staff employees—shiftwork—Weekend,2,Afternoon and rotating night shift - Saturday - First 4 hours,172.5,AD,61.93,false,BR101993,2023-07-01,2024-06-30,11,2023,2025-05-06T05:36:26+00:00
10896,28002,Full-time and part-time staff employees—shiftwork—Weekend,2,Afternoon and rotating night shift - Sunday,230,AD,66.06,false,BR101993,2023-07-01,2024-06-30,12,2023,2025-05-06T05:36:27+00:00
10930,28012,Casual staff employees—6 day roster and 7 day roster employees—overtime rates—Weekend,2,Afternoon and rotating night shift - Sunday,230,AD,87.77,false,BR101981,2023-07-01,2024-06-30,13,2023,2025-05-06T05:36:32+00:00
10916,28008,Casual staff employees—shiftwork—Weekend,2,Afternoon and rotating night shift - Sunday,230,AD,87.77,false,BR101981,2023-07-01,2024-06-30,11,2023,2025-05-06T05:36:28+00:00
10916,28008,Casual staff employees—shiftwork—Weekend,2,Afternoon and rotating night shift - Sunday,230,AD,87.77,false,BR101981,2023-07-01,2024-06-30,11,2023,2025-05-06T05:36:28+00:00
10896,28002,Full-time and part-time staff employees—shiftwork—Weekend,2,Afternoon and rotating night shift - Sunday,230,AD,70.22,false,BR101981,2023-07-01,2024-06-30,12,2023,2025-05-06T05:36:27+00:00
10876,27996,Full-time and part-time production and engineering employees—shiftwork—Weekend,2,Afternoon and rotating night shift - Sunday,230,AD,64.91,false,BR89758,2023-07-01,2024-06-30,11,2023,2025-05-06T05:36:33+00:00
10930,28012,Casual staff employees—6 day roster and 7 day roster employees—overtime rates—Weekend,2,Afternoon and rotating night shift - Sunday,230,AD,87.77,false,BR101981,2023-07-01,2024-06-30,13,2023,2025-05-06T05:36:32+00:00
10896,28002,Full-time and part-time staff employees—shiftwork—Weekend,2,Afternoon and rotating night shift - Sunday,230,AD,66.06,false,BR101993,2023-07-01,2024-06-30,12,2023,2025-05-06T05:36:27+00:00
10930,28012,Casual staff employees—6 day roster and 7 day roster employees—overtime rates—Weekend,2,Afternoon and rotating night shift - Sunday,230,AD,82.57,false,BR101993,2023-07-01,2024-06-30,13,2023,2025-05-06T05:36:33+00:00
10884,27998,Full-time and part-time production and engineering employees—6 day roster and 7 day roster employees—overtime—Weekend,2,Afternoon and rotating night shift - Sunday,230,AD,64.91,false,BR89758,2023-07-01,2024-06-30,13,2023,2025-05-06T05:36:21+00:00
10904,28004,Full-time and part-time staff employees—6 day roster and 7 day roster employees—overtime—Weekend,2,Afternoon and rotating night shift - Sunday,230,AD,66.06,false,BR101993,2023-07-01,2024-06-30,11,2023,2025-05-06T05:36:27+00:00
10916,28008,Casual staff employees—shiftwork—Weekend,2,Afternoon and rotating night shift - Sunday,230,AD,82.57,false,BR101993,2023-07-01,2024-06-30,11,2023,2025-05-06T05:36:28+00:00
1816,21667,Full-time and part-time staff employees—shiftwork—Monday to Friday,2,Afternoon shift,115,AD,35.11,false,BR101981,2023-07-01,2024-06-30,9,2023,2025-05-06T05:37:45+00:00
1837,21671,Casual staff employees—shiftwork—Monday to Friday,2,Afternoon shift,115,AD,41.29,false,BR101993,2023-07-01,2024-06-30,9,2023,2025-05-06T05:37:55+00:00
1837,21671,Casual staff employees—shiftwork—Monday to Friday,2,Afternoon shift,115,AD,43.88,false,BR101981,2023-07-01,2024-06-30,9,2023,2025-05-06T05:37:54+00:00
1795,21663,Full-time and part-time production and engineering employees—shiftwork—Monday to Friday,2,Afternoon shift,115,AD,32.45,false,BR89759,2023-07-01,2024-06-30,8,2023,2025-05-06T05:39:52+00:00
1795,21663,Full-time and part-time production and engineering employees—shiftwork—Monday to Friday,2,Afternoon shift,115,AD,32.45,false,BR89758,2023-07-01,2024-06-30,8,2023,2025-05-06T05:39:52+00:00
1816,21667,Full-time and part-time staff employees—shiftwork—Monday to Friday,2,Afternoon shift,115,AD,33.03,false,BR101993,2023-07-01,2024-06-30,9,2023,2025-05-06T05:37:45+00:00
10913,28007,Full-time and part-time staff employees—Regular weekend workers—Overtime rates,2,All other overtime,200,AD,57.44,false,BR101993,2023-07-01,2024-06-30,6,2023,2025-05-06T05:36:25+00:00
10893,28000,Full-time and part-time production and engineering employees—Regular weekend workers—Overtime rates,2,All other overtime,200,AD,56.44,false,BR89758,2023-07-01,2024-06-30,6,2023,2025-05-06T05:36:25+00:00
10939,28015,Casual staff employees—Regular weekend workers—Overtime rates,2,All other overtime,200,AD,71.8,false,BR101993,2023-07-01,2024-06-30,6,2023,2025-05-06T05:36:34+00:00
10937,28014,Casual staff employees—6 day roster and 7 day roster employees—overtime rates—All other overtime,2,All other overtime,200,AD,76.32,false,BR101981,2023-07-01,2024-06-30,5,2023,2025-05-06T05:36:30+00:00
10891,28001,Full-time and part-time production and engineering employees—6 day roster and 7 day roster employees—overtime—All other overtime,2,All other overtime,200,AD,56.44,false,BR89759,2023-07-01,2024-06-30,6,2023,2025-05-06T05:36:24+00:00
10937,28014,Casual staff employees—6 day roster and 7 day roster employees—overtime rates—All other overtime,2,All other overtime,200,AD,71.8,false,BR101993,2023-07-01,2024-06-30,5,2023,2025-05-06T05:36:31+00:00
10891,28001,Full-time and part-time production and engineering employees—6 day roster and 7 day roster employees—overtime—All other overtime,2,All other overtime,200,AD,56.44,false,BR89758,2023-07-01,2024-06-30,6,2023,2025-05-06T05:36:24+00:00
10939,28015,Casual staff employees—Regular weekend workers—Overtime rates,2,All other overtime,200,AD,76.32,false,BR101981,2023-07-01,2024-06-30,6,2023,2025-05-06T05:36:33+00:00
10913,28007,Full-time and part-time staff employees—Regular weekend workers—Overtime rates,2,All other overtime,200,AD,61.06,false,BR101981,2023-07-01,2024-06-30,6,2023,2025-05-06T05:36:24+00:00
10911,28006,Full-time and part-time staff employees—6 day roster and 7 day roster employees—overtime—All other overtime,2,All other overtime,200,AD,57.44,false,BR101993,2023-07-01,2024-06-30,5,2023,2025-05-06T05:36:23+00:00
10911,28006,Full-time and part-time staff employees—6 day roster and 7 day roster employees—overtime—All other overtime,2,All other overtime,200,AD,61.06,false,BR101981,2023-07-01,2024-06-30,5,2023,2025-05-06T05:36:22+00:00
10893,28000,Full-time and part-time production and engineering employees—Regular weekend workers—Overtime rates,2,All other overtime,200,AD,56.44,false,BR89759,2023-07-01,2024-06-30,6,2023,2025-05-06T05:36:25+00:00
10888,27999,Full-time and part-time production and engineering employees—6 day roster and 7 day roster employees—overtime—Public holiday,2,Day shift,300,AD,84.66,false,BR89759,2023-07-01,2024-06-30,8,2023,2025-05-06T05:36:23+00:00
1815,21667,Full-time and part-time staff employees—shiftwork—Monday to Friday,2,Day shift,100,AD,28.72,false,BR101993,2023-07-01,2024-06-30,9,2023,2025-05-06T05:38:00+00:00
1836,21671,Casual staff employees—shiftwork—Monday to Friday,2,Day shift,100,AD,35.9,false,BR101993,2023-07-01,2024-06-30,9,2023,2025-05-06T05:37:53+00:00
10908,28005,Full-time and part-time staff employees—6 day roster and 7 day roster employees—overtime—Public holiday,2,Day shift,300,AD,86.16,false,BR101993,2023-07-01,2024-06-30,7,2023,2025-05-06T05:36:32+00:00
1836,21671,Casual staff employees—shiftwork—Monday to Friday,2,Day shift,100,AD,38.16,false,BR101981,2023-07-01,2024-06-30,9,2023,2025-05-06T05:37:51+00:00
1794,21663,Full-time and part-time production and engineering employees—shiftwork—Monday to Friday,2,Day shift,100,AD,28.22,false,BR89759,2023-07-01,2024-06-30,8,2023,2025-05-06T05:39:52+00:00
10934,28013,Casual staff employees—6 day roster and 7 day roster employees—overtime rates—Public holiday,2,Day shift,300,AD,107.7,false,BR101993,2023-07-01,2024-06-30,7,2023,2025-05-06T05:36:28+00:00
10934,28013,Casual staff employees—6 day roster and 7 day roster employees—overtime rates—Public holiday,2,Day shift,300,AD,114.48,false,BR101981,2023-07-01,2024-06-30,7,2023,2025-05-06T05:36:27+00:00
10888,27999,Full-time and part-time production and engineering employees—6 day roster and 7 day roster employees—overtime—Public holiday,2,Day shift,300,AD,84.66,false,BR89758,2023-07-01,2024-06-30,8,2023,2025-05-06T05:36:23+00:00
1815,21667,Full-time and part-time staff employees—shiftwork—Monday to Friday,2,Day shift,100,AD,30.53,false,BR101981,2023-07-01,2024-06-30,9,2023,2025-05-06T05:37:59+00:00
1794,21663,Full-time and part-time production and engineering employees—shiftwork—Monday to Friday,2,Day shift,100,AD,28.22,false,BR89758,2023-07-01,2024-06-30,8,2023,2025-05-06T05:39:52+00:00
10908,28005,Full-time and part-time staff employees—6 day roster and 7 day roster employees—overtime—Public holiday,2,Day shift,300,AD,91.59,false,BR101981,2023-07-01,2024-06-30,7,2023,2025-05-06T05:36:31+00:00
10923,28010,Casual staff employees other than 6 day roster and 7 day roster employees—overtime rates,2,Monday to Saturday - After 3 hours,200,AD,76.32,false,BR101981,2023-07-01,2024-06-30,9,2023,2025-05-06T05:36:28+00:00
10923,28010,Casual staff employees other than 6 day roster and 7 day roster employees—overtime rates,2,Monday to Saturday - After 3 hours,200,AD,71.8,false,BR101993,2023-07-01,2024-06-30,9,2023,2025-05-06T05:36:28+00:00
1802,21664,"Full-time and part-time production and engineering employees other than 6 day roster and 7 day roster employees—overtime rates

",2,Monday to Saturday - After 3 hours,200,AD,56.44,false,BR89759,2023-07-01,2024-06-30,9,2023,2025-05-06T05:39:42+00:00
1823,21668,Full-time and part-time staff employees other than 6 day roster and 7 day roster employees—overtime rates,2,Monday to Saturday - After 3 hours,200,AD,57.44,false,BR101993,2023-07-01,2024-06-30,9,2023,2025-05-06T05:37:51+00:00
1823,21668,Full-time and part-time staff employees other than 6 day roster and 7 day roster employees—overtime rates,2,Monday to Saturday - After 3 hours,200,AD,61.06,false,BR101981,2023-07-01,2024-06-30,9,2023,2025-05-06T05:37:50+00:00
1802,21664,"Full-time and part-time production and engineering employees other than 6 day roster and 7 day roster employees—overtime rates

",2,Monday to Saturday - After 3 hours,200,AD,56.44,false,BR89758,2023-07-01,2024-06-30,9,2023,2025-05-06T05:39:42+00:00
10922,28010,Casual staff employees other than 6 day roster and 7 day roster employees—overtime rates,2,Monday to Saturday - First 3 hours,150,AD,57.24,false,BR101981,2023-07-01,2024-06-30,9,2023,2025-05-06T05:36:25+00:00
10922,28010,Casual staff employees other than 6 day roster and 7 day roster employees—overtime rates,2,Monday to Saturday - First 3 hours,150,AD,53.85,false,BR101993,2023-07-01,2024-06-30,9,2023,2025-05-06T05:36:26+00:00
1801,21664,"Full-time and part-time production and engineering employees other than 6 day roster and 7 day roster employees—overtime rates

",2,Monday to Saturday - First 3 hours,150,AD,42.33,false,BR89759,2023-07-01,2024-06-30,9,2023,2025-05-06T05:39:42+00:00
1822,21668,Full-time and part-time staff employees other than 6 day roster and 7 day roster employees—overtime rates,2,Monday to Saturday - First 3 hours,150,AD,45.8,false,BR101981,2023-07-01,2024-06-30,9,2023,2025-05-06T05:37:50+00:00
1822,21668,Full-time and part-time staff employees other than 6 day roster and 7 day roster employees—overtime rates,2,Monday to Saturday - First 3 hours,150,AD,43.08,false,BR101993,2023-07-01,2024-06-30,9,2023,2025-05-06T05:37:50+00:00
1801,21664,"Full-time and part-time production and engineering employees other than 6 day roster and 7 day roster employees—overtime rates

",2,Monday to Saturday - First 3 hours,150,AD,42.33,false,BR89759,2023-07-01,2024-06-30,9,2023,2025-05-06T05:39:42+00:00
1789,21662,Full-time and part-time production and engineering employees—ordinary and penalty rates,2,Ordinary hours,100,AD,28.22,false,BR89759,2023-07-01,2024-06-30,15,2023,2025-05-06T05:39:51+00:00
1831,21670,Casual staff employees—ordinary and penalty rates,2,Ordinary hours,100,AD,35.9,false,BR101993,2023-07-01,2024-06-30,9,2023,2025-05-06T05:37:45+00:00
1810,21666,Full-time and part-time staff employees—ordinary and penalty rates,2,Ordinary hours,100,AD,30.53,false,BR101981,2023-07-01,2024-06-30,10,2023,2025-05-06T05:37:53+00:00
1810,21666,Full-time and part-time staff employees—ordinary and penalty rates,2,Ordinary hours,100,AD,28.72,false,BR101993,2023-07-01,2024-06-30,10,2023,2025-05-06T05:37:54+00:00
1831,21670,Casual staff employees—ordinary and penalty rates,2,Ordinary hours,100,AD,38.16,false,BR101981,2023-07-01,2024-06-30,9,2023,2025-05-06T05:37:53+00:00
1789,21662,Full-time and part-time production and engineering employees—ordinary and penalty rates,2,Ordinary hours,100,AD,28.22,false,BR89758,2023-07-01,2024-06-30,15,2023,2025-05-06T05:39:51+00:00
